dataset,path,relative_path,file_name,actor_id,actor_folder,split,inferred_gender,emotion_code,emotion,modality,vocal_channel,intensity,statement,repetition,size_bytes
crema-d,github/crema-d/Actor_42/1042_MTI_ANG_XX_01.mp4,crema-d/Actor_42/1042_MTI_ANG_XX_01.mp4,1042_MTI_ANG_XX_01.mp4,1042,Actor_42,train,unknown,ANG,angry,audio_video,speech,unspecified,MTI,01,237014
crema-d,github/crema-d/Actor_42/1042_MTI_DIS_XX_01.mp4,crema-d/Actor_42/1042_MTI_DIS_XX_01.mp4,1042_MTI_DIS_XX_01.mp4,1042,Actor_42,train,unknown,DIS,disgust,audio_video,speech,unspecified,MTI,01,250639
crema-d,github/crema-d/Actor_42/1042_MTI_FEA_XX_01.mp4,crema-d/Actor_42/1042_MTI_FEA_XX_01.mp4,1042_MTI_FEA_XX_01.mp4,1042,Actor_42,train,unknown,FEA,fearful,audio_video,speech,unspecified,MTI,01,241852
crema-d,github/crema-d/Actor_42/1042_MTI_HAP_XX_01.mp4,crema-d/Actor_42/1042_MTI_HAP_XX_01.mp4,1042_MTI_HAP_XX_01.mp4,1042,Actor_42,train,unknown,HAP,happy,audio_video,speech,unspecified,MTI,01,279974
crema-d,github/crema-d/Actor_42/1042_MTI_NEU_XX_01.mp4,crema-d/Actor_42/1042_MTI_NEU_XX_01.mp4,1042_MTI_NEU_XX_01.mp4,1042,Actor_42,train,unknown,NEU,neutral,audio_video,speech,unspecified,MTI,01,235726
crema-d,github/crema-d/Actor_42/1042_MTI_SAD_XX_01.mp4,crema-d/Actor_42/1042_MTI_SAD_XX_01.mp4,1042_MTI_SAD_XX_01.mp4,1042,Actor_42,train,unknown,SAD,sad,audio_video,speech,unspecified,MTI,01,248882
crema-d,github/crema-d/Actor_42/1042_TAI_ANG_XX_01.mp4,crema-d/Actor_42/1042_TAI_ANG_XX_01.mp4,1042_TAI_ANG_XX_01.mp4,1042,Actor_42,train,unknown,ANG,angry,audio_video,speech,unspecified,TAI,01,201911
crema-d,github/crema-d/Actor_42/1042_TAI_DIS_XX_01.mp4,crema-d/Actor_42/1042_TAI_DIS_XX_01.mp4,1042_TAI_DIS_XX_01.mp4,1042,Actor_42,train,unknown,DIS,disgust,audio_video,speech,unspecified,TAI,01,246443
crema-d,github/crema-d/Actor_42/1042_TAI_FEA_XX_01.mp4,crema-d/Actor_42/1042_TAI_FEA_XX_01.mp4,1042_TAI_FEA_XX_01.mp4,1042,Actor_42,train,unknown,FEA,fearful,audio_video,speech,unspecified,TAI,01,229412
crema-d,github/crema-d/Actor_42/1042_TAI_HAP_XX_01.mp4,crema-d/Actor_42/1042_TAI_HAP_XX_01.mp4,1042_TAI_HAP_XX_01.mp4,1042,Actor_42,train,unknown,HAP,happy,audio_video,speech,unspecified,TAI,01,211115
crema-d,github/crema-d/Actor_42/1042_TAI_NEU_XX_01.mp4,crema-d/Actor_42/1042_TAI_NEU_XX_01.mp4,1042_TAI_NEU_XX_01.mp4,1042,Actor_42,train,unknown,NEU,neutral,audio_video,speech,unspecified,TAI,01,203013
crema-d,github/crema-d/Actor_42/1042_TAI_SAD_XX_01.mp4,crema-d/Actor_42/1042_TAI_SAD_XX_01.mp4,1042_TAI_SAD_XX_01.mp4,1042,Actor_42,train,unknown,SAD,sad,audio_video,speech,unspecified,TAI,01,189651
crema-d,github/crema-d/Actor_42/1042_TIE_ANG_XX_01.mp4,crema-d/Actor_42/1042_TIE_ANG_XX_01.mp4,1042_TIE_ANG_XX_01.mp4,1042,Actor_42,train,unknown,ANG,angry,audio_video,speech,unspecified,TIE,01,300769
crema-d,github/crema-d/Actor_42/1042_TIE_DIS_XX_01.mp4,crema-d/Actor_42/1042_TIE_DIS_XX_01.mp4,1042_TIE_DIS_XX_01.mp4,1042,Actor_42,train,unknown,DIS,disgust,audio_video,speech,unspecified,TIE,01,259041
crema-d,github/crema-d/Actor_42/1042_TIE_FEA_XX_01.mp4,crema-d/Actor_42/1042_TIE_FEA_XX_01.mp4,1042_TIE_FEA_XX_01.mp4,1042,Actor_42,train,unknown,FEA,fearful,audio_video,speech,unspecified,TIE,01,264569
crema-d,github/crema-d/Actor_42/1042_TIE_HAP_XX_01.mp4,crema-d/Actor_42/1042_TIE_HAP_XX_01.mp4,1042_TIE_HAP_XX_01.mp4,1042,Actor_42,train,unknown,HAP,happy,audio_video,speech,unspecified,TIE,01,274617
crema-d,github/crema-d/Actor_42/1042_TIE_NEU_XX_01.mp4,crema-d/Actor_42/1042_TIE_NEU_XX_01.mp4,1042_TIE_NEU_XX_01.mp4,1042,Actor_42,train,unknown,NEU,neutral,audio_video,speech,unspecified,TIE,01,219436
crema-d,github/crema-d/Actor_42/1042_TIE_SAD_XX_01.mp4,crema-d/Actor_42/1042_TIE_SAD_XX_01.mp4,1042_TIE_SAD_XX_01.mp4,1042,Actor_42,train,unknown,SAD,sad,audio_video,speech,unspecified,TIE,01,310679
crema-d,github/crema-d/Actor_42/1042_TSI_ANG_XX_01.mp4,crema-d/Actor_42/1042_TSI_ANG_XX_01.mp4,1042_TSI_ANG_XX_01.mp4,1042,Actor_42,train,unknown,ANG,angry,audio_video,speech,unspecified,TSI,01,183425
crema-d,github/crema-d/Actor_42/1042_TSI_DIS_XX_01.mp4,crema-d/Actor_42/1042_TSI_DIS_XX_01.mp4,1042_TSI_DIS_XX_01.mp4,1042,Actor_42,train,unknown,DIS,disgust,audio_video,speech,unspecified,TSI,01,133895
crema-d,github/crema-d/Actor_42/1042_TSI_FEA_XX_01.mp4,crema-d/Actor_42/1042_TSI_FEA_XX_01.mp4,1042_TSI_FEA_XX_01.mp4,1042,Actor_42,train,unknown,FEA,fearful,audio_video,speech,unspecified,TSI,01,197802
crema-d,github/crema-d/Actor_42/1042_TSI_HAP_XX_01.mp4,crema-d/Actor_42/1042_TSI_HAP_XX_01.mp4,1042_TSI_HAP_XX_01.mp4,1042,Actor_42,train,unknown,HAP,happy,audio_video,speech,unspecified,TSI,01,217884
crema-d,github/crema-d/Actor_42/1042_TSI_NEU_XX_01.mp4,crema-d/Actor_42/1042_TSI_NEU_XX_01.mp4,1042_TSI_NEU_XX_01.mp4,1042,Actor_42,train,unknown,NEU,neutral,audio_video,speech,unspecified,TSI,01,187772
crema-d,github/crema-d/Actor_42/1042_TSI_SAD_XX_01.mp4,crema-d/Actor_42/1042_TSI_SAD_XX_01.mp4,1042_TSI_SAD_XX_01.mp4,1042,Actor_42,train,unknown,SAD,sad,audio_video,speech,unspecified,TSI,01,173347
crema-d,github/crema-d/Actor_42/1042_WSI_ANG_XX_01.mp4,crema-d/Actor_42/1042_WSI_ANG_XX_01.mp4,1042_WSI_ANG_XX_01.mp4,1042,Actor_42,train,unknown,ANG,angry,audio_video,speech,unspecified,WSI,01,209851
crema-d,github/crema-d/Actor_42/1042_WSI_DIS_XX_01.mp4,crema-d/Actor_42/1042_WSI_DIS_XX_01.mp4,1042_WSI_DIS_XX_01.mp4,1042,Actor_42,train,unknown,DIS,disgust,audio_video,speech,unspecified,WSI,01,219272
crema-d,github/crema-d/Actor_42/1042_WSI_FEA_XX_01.mp4,crema-d/Actor_42/1042_WSI_FEA_XX_01.mp4,1042_WSI_FEA_XX_01.mp4,1042,Actor_42,train,unknown,FEA,fearful,audio_video,speech,unspecified,WSI,01,206608
crema-d,github/crema-d/Actor_42/1042_WSI_HAP_XX_01.mp4,crema-d/Actor_42/1042_WSI_HAP_XX_01.mp4,1042_WSI_HAP_XX_01.mp4,1042,Actor_42,train,unknown,HAP,happy,audio_video,speech,unspecified,WSI,01,205880
crema-d,github/crema-d/Actor_42/1042_WSI_NEU_XX_01.mp4,crema-d/Actor_42/1042_WSI_NEU_XX_01.mp4,1042_WSI_NEU_XX_01.mp4,1042,Actor_42,train,unknown,NEU,neutral,audio_video,speech,unspecified,WSI,01,204145
crema-d,github/crema-d/Actor_42/1042_WSI_SAD_XX_01.mp4,crema-d/Actor_42/1042_WSI_SAD_XX_01.mp4,1042_WSI_SAD_XX_01.mp4,1042,Actor_42,train,unknown,SAD,sad,audio_video,speech,unspecified,WSI,01,195485
crema-d,github/crema-d/Actor_43/1043_DFA_ANG_XX_02.mp4,crema-d/Actor_43/1043_DFA_ANG_XX_02.mp4,1043_DFA_ANG_XX_02.mp4,1043,Actor_43,train,unknown,ANG,angry,audio_video,speech,unspecified,DFA,02,158693
crema-d,github/crema-d/Actor_43/1043_DFA_DIS_XX_02.mp4,crema-d/Actor_43/1043_DFA_DIS_XX_02.mp4,1043_DFA_DIS_XX_02.mp4,1043,Actor_43,train,unknown,DIS,disgust,audio_video,speech,unspecified,DFA,02,223739
crema-d,github/crema-d/Actor_43/1043_DFA_FEA_XX_02.mp4,crema-d/Actor_43/1043_DFA_FEA_XX_02.mp4,1043_DFA_FEA_XX_02.mp4,1043,Actor_43,train,unknown,FEA,fearful,audio_video,speech,unspecified,DFA,02,211216
crema-d,github/crema-d/Actor_43/1043_DFA_HAP_XX_02.mp4,crema-d/Actor_43/1043_DFA_HAP_XX_02.mp4,1043_DFA_HAP_XX_02.mp4,1043,Actor_43,train,unknown,HAP,happy,audio_video,speech,unspecified,DFA,02,173010
crema-d,github/crema-d/Actor_43/1043_DFA_NEU_XX_02.mp4,crema-d/Actor_43/1043_DFA_NEU_XX_02.mp4,1043_DFA_NEU_XX_02.mp4,1043,Actor_43,train,unknown,NEU,neutral,audio_video,speech,unspecified,DFA,02,162440
crema-d,github/crema-d/Actor_43/1043_DFA_SAD_XX_02.mp4,crema-d/Actor_43/1043_DFA_SAD_XX_02.mp4,1043_DFA_SAD_XX_02.mp4,1043,Actor_43,train,unknown,SAD,sad,audio_video,speech,unspecified,DFA,02,199066
crema-d,github/crema-d/Actor_43/1043_IEO_ANG_HI_02.mp4,crema-d/Actor_43/1043_IEO_ANG_HI_02.mp4,1043_IEO_ANG_HI_02.mp4,1043,Actor_43,train,unknown,ANG,angry,audio_video,speech,high,IEO,02,285564
crema-d,github/crema-d/Actor_43/1043_IEO_ANG_LO_02.mp4,crema-d/Actor_43/1043_IEO_ANG_LO_02.mp4,1043_IEO_ANG_LO_02.mp4,1043,Actor_43,train,unknown,ANG,angry,audio_video,speech,low,IEO,02,191320
crema-d,github/crema-d/Actor_43/1043_IEO_ANG_MD_02.mp4,crema-d/Actor_43/1043_IEO_ANG_MD_02.mp4,1043_IEO_ANG_MD_02.mp4,1043,Actor_43,train,unknown,ANG,angry,audio_video,speech,medium,IEO,02,195093
crema-d,github/crema-d/Actor_43/1043_IEO_DIS_HI_02.mp4,crema-d/Actor_43/1043_IEO_DIS_HI_02.mp4,1043_IEO_DIS_HI_02.mp4,1043,Actor_43,train,unknown,DIS,disgust,audio_video,speech,high,IEO,02,216638
crema-d,github/crema-d/Actor_43/1043_IEO_DIS_LO_02.mp4,crema-d/Actor_43/1043_IEO_DIS_LO_02.mp4,1043_IEO_DIS_LO_02.mp4,1043,Actor_43,train,unknown,DIS,disgust,audio_video,speech,low,IEO,02,218263
crema-d,github/crema-d/Actor_43/1043_IEO_DIS_MD_02.mp4,crema-d/Actor_43/1043_IEO_DIS_MD_02.mp4,1043_IEO_DIS_MD_02.mp4,1043,Actor_43,train,unknown,DIS,disgust,audio_video,speech,medium,IEO,02,230137
crema-d,github/crema-d/Actor_43/1043_IEO_FEA_HI_02.mp4,crema-d/Actor_43/1043_IEO_FEA_HI_02.mp4,1043_IEO_FEA_HI_02.mp4,1043,Actor_43,train,unknown,FEA,fearful,audio_video,speech,high,IEO,02,168796
crema-d,github/crema-d/Actor_43/1043_IEO_FEA_LO_02.mp4,crema-d/Actor_43/1043_IEO_FEA_LO_02.mp4,1043_IEO_FEA_LO_02.mp4,1043,Actor_43,train,unknown,FEA,fearful,audio_video,speech,low,IEO,02,210735
crema-d,github/crema-d/Actor_43/1043_IEO_FEA_MD_02.mp4,crema-d/Actor_43/1043_IEO_FEA_MD_02.mp4,1043_IEO_FEA_MD_02.mp4,1043,Actor_43,train,unknown,FEA,fearful,audio_video,speech,medium,IEO,02,193455
crema-d,github/crema-d/Actor_43/1043_IEO_HAP_HI_02.mp4,crema-d/Actor_43/1043_IEO_HAP_HI_02.mp4,1043_IEO_HAP_HI_02.mp4,1043,Actor_43,train,unknown,HAP,happy,audio_video,speech,high,IEO,02,204685
crema-d,github/crema-d/Actor_43/1043_IEO_HAP_LO_02.mp4,crema-d/Actor_43/1043_IEO_HAP_LO_02.mp4,1043_IEO_HAP_LO_02.mp4,1043,Actor_43,train,unknown,HAP,happy,audio_video,speech,low,IEO,02,171547
crema-d,github/crema-d/Actor_43/1043_IEO_HAP_MD_02.mp4,crema-d/Actor_43/1043_IEO_HAP_MD_02.mp4,1043_IEO_HAP_MD_02.mp4,1043,Actor_43,train,unknown,HAP,happy,audio_video,speech,medium,IEO,02,210237
crema-d,github/crema-d/Actor_43/1043_IEO_NEU_XX_02.mp4,crema-d/Actor_43/1043_IEO_NEU_XX_02.mp4,1043_IEO_NEU_XX_02.mp4,1043,Actor_43,train,unknown,NEU,neutral,audio_video,speech,unspecified,IEO,02,153051
crema-d,github/crema-d/Actor_43/1043_IEO_SAD_HI_02.mp4,crema-d/Actor_43/1043_IEO_SAD_HI_02.mp4,1043_IEO_SAD_HI_02.mp4,1043,Actor_43,train,unknown,SAD,sad,audio_video,speech,high,IEO,02,212277
crema-d,github/crema-d/Actor_43/1043_IEO_SAD_LO_02.mp4,crema-d/Actor_43/1043_IEO_SAD_LO_02.mp4,1043_IEO_SAD_LO_02.mp4,1043,Actor_43,train,unknown,SAD,sad,audio_video,speech,low,IEO,02,168171
crema-d,github/crema-d/Actor_43/1043_IEO_SAD_MD_02.mp4,crema-d/Actor_43/1043_IEO_SAD_MD_02.mp4,1043_IEO_SAD_MD_02.mp4,1043,Actor_43,train,unknown,SAD,sad,audio_video,speech,medium,IEO,02,191986
crema-d,github/crema-d/Actor_43/1043_IOM_ANG_XX_02.mp4,crema-d/Actor_43/1043_IOM_ANG_XX_02.mp4,1043_IOM_ANG_XX_02.mp4,1043,Actor_43,train,unknown,ANG,angry,audio_video,speech,unspecified,IOM,02,184439
crema-d,github/crema-d/Actor_43/1043_IOM_DIS_XX_02.mp4,crema-d/Actor_43/1043_IOM_DIS_XX_02.mp4,1043_IOM_DIS_XX_02.mp4,1043,Actor_43,train,unknown,DIS,disgust,audio_video,speech,unspecified,IOM,02,240941
crema-d,github/crema-d/Actor_43/1043_IOM_FEA_XX_02.mp4,crema-d/Actor_43/1043_IOM_FEA_XX_02.mp4,1043_IOM_FEA_XX_02.mp4,1043,Actor_43,train,unknown,FEA,fearful,audio_video,speech,unspecified,IOM,02,200263
crema-d,github/crema-d/Actor_43/1043_IOM_HAP_XX_02.mp4,crema-d/Actor_43/1043_IOM_HAP_XX_02.mp4,1043_IOM_HAP_XX_02.mp4,1043,Actor_43,train,unknown,HAP,happy,audio_video,speech,unspecified,IOM,02,167883
crema-d,github/crema-d/Actor_43/1043_IOM_NEU_XX_02.mp4,crema-d/Actor_43/1043_IOM_NEU_XX_02.mp4,1043_IOM_NEU_XX_02.mp4,1043,Actor_43,train,unknown,NEU,neutral,audio_video,speech,unspecified,IOM,02,163461
crema-d,github/crema-d/Actor_43/1043_IOM_SAD_XX_02.mp4,crema-d/Actor_43/1043_IOM_SAD_XX_02.mp4,1043_IOM_SAD_XX_02.mp4,1043,Actor_43,train,unknown,SAD,sad,audio_video,speech,unspecified,IOM,02,158129
crema-d,github/crema-d/Actor_43/1043_ITH_ANG_XX_02.mp4,crema-d/Actor_43/1043_ITH_ANG_XX_02.mp4,1043_ITH_ANG_XX_02.mp4,1043,Actor_43,train,unknown,ANG,angry,audio_video,speech,unspecified,ITH,02,216062
crema-d,github/crema-d/Actor_43/1043_ITH_DIS_XX_02.mp4,crema-d/Actor_43/1043_ITH_DIS_XX_02.mp4,1043_ITH_DIS_XX_02.mp4,1043,Actor_43,train,unknown,DIS,disgust,audio_video,speech,unspecified,ITH,02,263100
crema-d,github/crema-d/Actor_43/1043_ITH_FEA_XX_02.mp4,crema-d/Actor_43/1043_ITH_FEA_XX_02.mp4,1043_ITH_FEA_XX_02.mp4,1043,Actor_43,train,unknown,FEA,fearful,audio_video,speech,unspecified,ITH,02,226918
crema-d,github/crema-d/Actor_43/1043_ITH_HAP_XX_02.mp4,crema-d/Actor_43/1043_ITH_HAP_XX_02.mp4,1043_ITH_HAP_XX_02.mp4,1043,Actor_43,train,unknown,HAP,happy,audio_video,speech,unspecified,ITH,02,206266
crema-d,github/crema-d/Actor_43/1043_ITH_NEU_XX_02.mp4,crema-d/Actor_43/1043_ITH_NEU_XX_02.mp4,1043_ITH_NEU_XX_02.mp4,1043,Actor_43,train,unknown,NEU,neutral,audio_video,speech,unspecified,ITH,02,194047
crema-d,github/crema-d/Actor_43/1043_ITH_SAD_XX_02.mp4,crema-d/Actor_43/1043_ITH_SAD_XX_02.mp4,1043_ITH_SAD_XX_02.mp4,1043,Actor_43,train,unknown,SAD,sad,audio_video,speech,unspecified,ITH,02,203927
crema-d,github/crema-d/Actor_43/1043_ITS_ANG_XX_02.mp4,crema-d/Actor_43/1043_ITS_ANG_XX_02.mp4,1043_ITS_ANG_XX_02.mp4,1043,Actor_43,train,unknown,ANG,angry,audio_video,speech,unspecified,ITS,02,177934
crema-d,github/crema-d/Actor_43/1043_ITS_DIS_XX_02.mp4,crema-d/Actor_43/1043_ITS_DIS_XX_02.mp4,1043_ITS_DIS_XX_02.mp4,1043,Actor_43,train,unknown,DIS,disgust,audio_video,speech,unspecified,ITS,02,254456
crema-d,github/crema-d/Actor_43/1043_ITS_FEA_XX_02.mp4,crema-d/Actor_43/1043_ITS_FEA_XX_02.mp4,1043_ITS_FEA_XX_02.mp4,1043,Actor_43,train,unknown,FEA,fearful,audio_video,speech,unspecified,ITS,02,235121
crema-d,github/crema-d/Actor_43/1043_ITS_HAP_XX_02.mp4,crema-d/Actor_43/1043_ITS_HAP_XX_02.mp4,1043_ITS_HAP_XX_02.mp4,1043,Actor_43,train,unknown,HAP,happy,audio_video,speech,unspecified,ITS,02,168563
crema-d,github/crema-d/Actor_43/1043_ITS_NEU_XX_02.mp4,crema-d/Actor_43/1043_ITS_NEU_XX_02.mp4,1043_ITS_NEU_XX_02.mp4,1043,Actor_43,train,unknown,NEU,neutral,audio_video,speech,unspecified,ITS,02,160954
crema-d,github/crema-d/Actor_43/1043_ITS_SAD_XX_02.mp4,crema-d/Actor_43/1043_ITS_SAD_XX_02.mp4,1043_ITS_SAD_XX_02.mp4,1043,Actor_43,train,unknown,SAD,sad,audio_video,speech,unspecified,ITS,02,180929
crema-d,github/crema-d/Actor_43/1043_IWL_ANG_XX_02.mp4,crema-d/Actor_43/1043_IWL_ANG_XX_02.mp4,1043_IWL_ANG_XX_02.mp4,1043,Actor_43,train,unknown,ANG,angry,audio_video,speech,unspecified,IWL,02,240371
crema-d,github/crema-d/Actor_43/1043_IWL_DIS_XX_02.mp4,crema-d/Actor_43/1043_IWL_DIS_XX_02.mp4,1043_IWL_DIS_XX_02.mp4,1043,Actor_43,train,unknown,DIS,disgust,audio_video,speech,unspecified,IWL,02,309288
crema-d,github/crema-d/Actor_43/1043_IWL_FEA_XX_02.mp4,crema-d/Actor_43/1043_IWL_FEA_XX_02.mp4,1043_IWL_FEA_XX_02.mp4,1043,Actor_43,train,unknown,FEA,fearful,audio_video,speech,unspecified,IWL,02,192351
crema-d,github/crema-d/Actor_43/1043_IWL_HAP_XX_02.mp4,crema-d/Actor_43/1043_IWL_HAP_XX_02.mp4,1043_IWL_HAP_XX_02.mp4,1043,Actor_43,train,unknown,HAP,happy,audio_video,speech,unspecified,IWL,02,227998
crema-d,github/crema-d/Actor_43/1043_IWL_NEU_XX_02.mp4,crema-d/Actor_43/1043_IWL_NEU_XX_02.mp4,1043_IWL_NEU_XX_02.mp4,1043,Actor_43,train,unknown,NEU,neutral,audio_video,speech,unspecified,IWL,02,190006
crema-d,github/crema-d/Actor_43/1043_IWL_SAD_XX_02.mp4,crema-d/Actor_43/1043_IWL_SAD_XX_02.mp4,1043_IWL_SAD_XX_02.mp4,1043,Actor_43,train,unknown,SAD,sad,audio_video,speech,unspecified,IWL,02,186631
crema-d,github/crema-d/Actor_43/1043_IWW_ANG_XX_02.mp4,crema-d/Actor_43/1043_IWW_ANG_XX_02.mp4,1043_IWW_ANG_XX_02.mp4,1043,Actor_43,train,unknown,ANG,angry,audio_video,speech,unspecified,IWW,02,177207
crema-d,github/crema-d/Actor_43/1043_IWW_DIS_XX_02.mp4,crema-d/Actor_43/1043_IWW_DIS_XX_02.mp4,1043_IWW_DIS_XX_02.mp4,1043,Actor_43,train,unknown,DIS,disgust,audio_video,speech,unspecified,IWW,02,243795
crema-d,github/crema-d/Actor_43/1043_IWW_FEA_XX_02.mp4,crema-d/Actor_43/1043_IWW_FEA_XX_02.mp4,1043_IWW_FEA_XX_02.mp4,1043,Actor_43,train,unknown,FEA,fearful,audio_video,speech,unspecified,IWW,02,204235
crema-d,github/crema-d/Actor_43/1043_IWW_HAP_XX_02.mp4,crema-d/Actor_43/1043_IWW_HAP_XX_02.mp4,1043_IWW_HAP_XX_02.mp4,1043,Actor_43,train,unknown,HAP,happy,audio_video,speech,unspecified,IWW,02,169008
crema-d,github/crema-d/Actor_43/1043_IWW_NEU_XX_02.mp4,crema-d/Actor_43/1043_IWW_NEU_XX_02.mp4,1043_IWW_NEU_XX_02.mp4,1043,Actor_43,train,unknown,NEU,neutral,audio_video,speech,unspecified,IWW,02,175371
crema-d,github/crema-d/Actor_43/1043_IWW_SAD_XX_02.mp4,crema-d/Actor_43/1043_IWW_SAD_XX_02.mp4,1043_IWW_SAD_XX_02.mp4,1043,Actor_43,train,unknown,SAD,sad,audio_video,speech,unspecified,IWW,02,180402
crema-d,github/crema-d/Actor_43/1043_MTI_ANG_XX_02.mp4,crema-d/Actor_43/1043_MTI_ANG_XX_02.mp4,1043_MTI_ANG_XX_02.mp4,1043,Actor_43,train,unknown,ANG,angry,audio_video,speech,unspecified,MTI,02,226935
crema-d,github/crema-d/Actor_43/1043_MTI_DIS_XX_02.mp4,crema-d/Actor_43/1043_MTI_DIS_XX_02.mp4,1043_MTI_DIS_XX_02.mp4,1043,Actor_43,train,unknown,DIS,disgust,audio_video,speech,unspecified,MTI,02,196805
crema-d,github/crema-d/Actor_43/1043_MTI_FEA_XX_02.mp4,crema-d/Actor_43/1043_MTI_FEA_XX_02.mp4,1043_MTI_FEA_XX_02.mp4,1043,Actor_43,train,unknown,FEA,fearful,audio_video,speech,unspecified,MTI,02,196013
crema-d,github/crema-d/Actor_43/1043_MTI_HAP_XX_02.mp4,crema-d/Actor_43/1043_MTI_HAP_XX_02.mp4,1043_MTI_HAP_XX_02.mp4,1043,Actor_43,train,unknown,HAP,happy,audio_video,speech,unspecified,MTI,02,195020
crema-d,github/crema-d/Actor_43/1043_MTI_NEU_XX_02.mp4,crema-d/Actor_43/1043_MTI_NEU_XX_02.mp4,1043_MTI_NEU_XX_02.mp4,1043,Actor_43,train,unknown,NEU,neutral,audio_video,speech,unspecified,MTI,02,207743
crema-d,github/crema-d/Actor_43/1043_MTI_SAD_XX_02.mp4,crema-d/Actor_43/1043_MTI_SAD_XX_02.mp4,1043_MTI_SAD_XX_02.mp4,1043,Actor_43,train,unknown,SAD,sad,audio_video,speech,unspecified,MTI,02,187390
crema-d,github/crema-d/Actor_43/1043_TAI_ANG_XX_02.mp4,crema-d/Actor_43/1043_TAI_ANG_XX_02.mp4,1043_TAI_ANG_XX_02.mp4,1043,Actor_43,train,unknown,ANG,angry,audio_video,speech,unspecified,TAI,02,228772
crema-d,github/crema-d/Actor_43/1043_TAI_DIS_XX_02.mp4,crema-d/Actor_43/1043_TAI_DIS_XX_02.mp4,1043_TAI_DIS_XX_02.mp4,1043,Actor_43,train,unknown,DIS,disgust,audio_video,speech,unspecified,TAI,02,252698
crema-d,github/crema-d/Actor_43/1043_TAI_FEA_XX_02.mp4,crema-d/Actor_43/1043_TAI_FEA_XX_02.mp4,1043_TAI_FEA_XX_02.mp4,1043,Actor_43,train,unknown,FEA,fearful,audio_video,speech,unspecified,TAI,02,229573
crema-d,github/crema-d/Actor_43/1043_TAI_HAP_XX_02.mp4,crema-d/Actor_43/1043_TAI_HAP_XX_02.mp4,1043_TAI_HAP_XX_02.mp4,1043,Actor_43,train,unknown,HAP,happy,audio_video,speech,unspecified,TAI,02,199950
crema-d,github/crema-d/Actor_43/1043_TAI_NEU_XX_02.mp4,crema-d/Actor_43/1043_TAI_NEU_XX_02.mp4,1043_TAI_NEU_XX_02.mp4,1043,Actor_43,train,unknown,NEU,neutral,audio_video,speech,unspecified,TAI,02,172797
crema-d,github/crema-d/Actor_43/1043_TAI_SAD_XX_02.mp4,crema-d/Actor_43/1043_TAI_SAD_XX_02.mp4,1043_TAI_SAD_XX_02.mp4,1043,Actor_43,train,unknown,SAD,sad,audio_video,speech,unspecified,TAI,02,193599
crema-d,github/crema-d/Actor_43/1043_TIE_ANG_XX_02.mp4,crema-d/Actor_43/1043_TIE_ANG_XX_02.mp4,1043_TIE_ANG_XX_02.mp4,1043,Actor_43,train,unknown,ANG,angry,audio_video,speech,unspecified,TIE,02,250457
crema-d,github/crema-d/Actor_43/1043_TIE_DIS_XX_02.mp4,crema-d/Actor_43/1043_TIE_DIS_XX_02.mp4,1043_TIE_DIS_XX_02.mp4,1043,Actor_43,train,unknown,DIS,disgust,audio_video,speech,unspecified,TIE,02,436578
crema-d,github/crema-d/Actor_43/1043_TIE_FEA_XX_02.mp4,crema-d/Actor_43/1043_TIE_FEA_XX_02.mp4,1043_TIE_FEA_XX_02.mp4,1043,Actor_43,train,unknown,FEA,fearful,audio_video,speech,unspecified,TIE,02,239265
crema-d,github/crema-d/Actor_43/1043_TIE_HAP_XX_02.mp4,crema-d/Actor_43/1043_TIE_HAP_XX_02.mp4,1043_TIE_HAP_XX_02.mp4,1043,Actor_43,train,unknown,HAP,happy,audio_video,speech,unspecified,TIE,02,236126
crema-d,github/crema-d/Actor_43/1043_TIE_NEU_XX_02.mp4,crema-d/Actor_43/1043_TIE_NEU_XX_02.mp4,1043_TIE_NEU_XX_02.mp4,1043,Actor_43,train,unknown,NEU,neutral,audio_video,speech,unspecified,TIE,02,235271
crema-d,github/crema-d/Actor_43/1043_TIE_SAD_XX_02.mp4,crema-d/Actor_43/1043_TIE_SAD_XX_02.mp4,1043_TIE_SAD_XX_02.mp4,1043,Actor_43,train,unknown,SAD,sad,audio_video,speech,unspecified,TIE,02,245066
crema-d,github/crema-d/Actor_43/1043_TSI_ANG_XX_02.mp4,crema-d/Actor_43/1043_TSI_ANG_XX_02.mp4,1043_TSI_ANG_XX_02.mp4,1043,Actor_43,train,unknown,ANG,angry,audio_video,speech,unspecified,TSI,02,212030
crema-d,github/crema-d/Actor_43/1043_TSI_DIS_XX_02.mp4,crema-d/Actor_43/1043_TSI_DIS_XX_02.mp4,1043_TSI_DIS_XX_02.mp4,1043,Actor_43,train,unknown,DIS,disgust,audio_video,speech,unspecified,TSI,02,248444
crema-d,github/crema-d/Actor_43/1043_TSI_FEA_XX_02.mp4,crema-d/Actor_43/1043_TSI_FEA_XX_02.mp4,1043_TSI_FEA_XX_02.mp4,1043,Actor_43,train,unknown,FEA,fearful,audio_video,speech,unspecified,TSI,02,295310
crema-d,github/crema-d/Actor_43/1043_TSI_HAP_XX_02.mp4,crema-d/Actor_43/1043_TSI_HAP_XX_02.mp4,1043_TSI_HAP_XX_02.mp4,1043,Actor_43,train,unknown,HAP,happy,audio_video,speech,unspecified,TSI,02,188884
